# sampler start 2026-09-15T17:48:11Z endpoints=p0,p1,d0
17:48:11 p0=<URLError> | p1=<URLError> | d0=<URLError>
18:41:42 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=12 q=5 prealloc=0 xfer=0 http=14 kv=0.069 hit=0.963 gen=0 | d0 run=73 q=4 prealloc=0 xfer=12 http=94 kv=0.524 hit=0.000 gen=440
18:41:58 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=57 q=1 prealloc=0 xfer=0 http=62 kv=0.361 hit=0.000 gen=360
18:42:13 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=34 q=0 prealloc=0 xfer=0 http=1 kv=0.287 hit=0.000 gen=350
18:42:28 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=24 q=0 prealloc=0 xfer=0 http=1 kv=0.205 hit=0.000 gen=240
18:42:43 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=14 q=0 prealloc=0 xfer=0 http=1 kv=0.121 hit=0.000 gen=181
18:42:58 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=12 q=0 prealloc=0 xfer=0 http=1 kv=0.109 hit=0.000 gen=173
18:43:13 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=10 q=0 prealloc=0 xfer=0 http=1 kv=0.091 hit=0.000 gen=146
18:43:29 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=9 q=0 prealloc=0 xfer=0 http=1 kv=0.081 hit=0.000 gen=133
18:43:44 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=9 q=0 prealloc=0 xfer=0 http=1 kv=0.083 hit=0.000 gen=131
18:43:59 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=8 q=0 prealloc=0 xfer=0 http=1 kv=0.054 hit=0.000 gen=125
18:44:14 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=8 q=0 prealloc=0 xfer=0 http=1 kv=0.054 hit=0.000 gen=124
18:44:29 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=8 q=0 prealloc=0 xfer=0 http=1 kv=0.055 hit=0.000 gen=124
18:44:44 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=8 q=0 prealloc=0 xfer=0 http=1 kv=0.055 hit=0.000 gen=125
18:44:59 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
18:45:15 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
18:45:30 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
18:45:45 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
18:46:00 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.983 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
