# sampler start 2026-09-15T18:56:23Z endpoints=p0,p1,p2,d0
18:56:24 p0=<URLError> | p1=<URLError> | p2=<URLError> | d0=<URLError>
19:37:43 p0 run=7 q=1 prealloc=0 xfer=0 http=9 kv=0.047 hit=0.980 gen=0 | p1 run=6 q=2 prealloc=0 xfer=0 http=10 kv=0.018 hit=0.955 gen=0 | p2 run=14 q=3 prealloc=0 xfer=0 http=15 kv=0.091 hit=0.975 gen=0 | d0 run=94 q=2 prealloc=0 xfer=17 http=122 kv=0.626 hit=0.000 gen=526
19:37:59 p0 run=1 q=0 prealloc=0 xfer=0 http=6 kv=0.100 hit=0.986 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=10 kv=0.000 hit=0.992 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=10 kv=0.000 hit=0.987 gen=0 | d0 run=96 q=2 prealloc=0 xfer=10 http=142 kv=0.570 hit=0.000 gen=536
19:38:15 p0 run=6 q=3 prealloc=0 xfer=0 http=11 kv=0.063 hit=0.973 gen=0 | p1 run=5 q=1 prealloc=0 xfer=0 http=6 kv=0.030 hit=0.987 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=7 kv=0.040 hit=0.975 gen=0 | d0 run=82 q=6 prealloc=0 xfer=12 http=121 kv=0.525 hit=0.000 gen=483
19:38:33 p0 run=8 q=2 prealloc=0 xfer=0 http=9 kv=0.096 hit=0.989 gen=0 | p1 run=8 q=3 prealloc=0 xfer=0 http=11 kv=0.049 hit=0.981 gen=0 | p2 run=6 q=2 prealloc=0 xfer=0 http=16 kv=0.050 hit=0.954 gen=0 | d0 run=69 q=0 prealloc=0 xfer=21 http=132 kv=0.535 hit=0.000 gen=446
19:38:48 p0 run=10 q=7 prealloc=0 xfer=0 http=21 kv=0.086 hit=0.978 gen=0 | p1 run=8 q=2 prealloc=0 xfer=0 http=9 kv=0.041 hit=0.990 gen=0 | p2 run=11 q=8 prealloc=0 xfer=0 http=19 kv=0.055 hit=0.956 gen=0 | d0 run=80 q=1 prealloc=0 xfer=35 http=123 kv=0.547 hit=0.000 gen=437
19:39:04 p0 run=8 q=10 prealloc=0 xfer=0 http=15 kv=0.077 hit=0.990 gen=0 | p1 run=3 q=0 prealloc=0 xfer=0 http=5 kv=0.047 hit=0.986 gen=0 | p2 run=11 q=1 prealloc=0 xfer=0 http=17 kv=0.075 hit=0.974 gen=0 | d0 run=79 q=3 prealloc=0 xfer=16 http=141 kv=0.499 hit=0.000 gen=481
19:39:21 p0 run=8 q=0 prealloc=0 xfer=0 http=19 kv=0.070 hit=0.997 gen=0 | p1 run=7 q=3 prealloc=0 xfer=0 http=9 kv=0.071 hit=0.981 gen=0 | p2 run=11 q=1 prealloc=0 xfer=0 http=14 kv=0.046 hit=0.964 gen=0 | d0 run=81 q=14 prealloc=0 xfer=14 http=131 kv=0.531 hit=0.000 gen=482
19:39:37 p0 run=9 q=1 prealloc=0 xfer=0 http=7 kv=0.072 hit=0.985 gen=0 | p1 run=3 q=0 prealloc=0 xfer=0 http=7 kv=0.030 hit=0.990 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=9 kv=0.000 hit=0.986 gen=0 | d0 run=88 q=12 prealloc=0 xfer=11 http=133 kv=0.560 hit=0.000 gen=546
19:39:52 p0 run=0 q=0 prealloc=0 xfer=0 http=3 kv=0.000 hit=0.992 gen=0 | p1 run=2 q=1 prealloc=0 xfer=0 http=5 kv=0.025 hit=0.991 gen=0 | p2 run=9 q=0 prealloc=0 xfer=0 http=15 kv=0.054 hit=0.979 gen=0 | d0 run=95 q=11 prealloc=0 xfer=12 http=131 kv=0.565 hit=0.000 gen=546
19:40:08 p0 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.975 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.986 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=5 kv=0.210 hit=0.984 gen=0 | d0 run=92 q=0 prealloc=0 xfer=3 http=136 kv=0.627 hit=0.000 gen=548
19:40:26 p0 run=3 q=0 prealloc=0 xfer=0 http=7 kv=0.017 hit=0.967 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.985 gen=0 | p2 run=4 q=5 prealloc=0 xfer=0 http=17 kv=0.010 hit=0.961 gen=0 | d0 run=88 q=0 prealloc=0 xfer=14 http=114 kv=0.581 hit=0.000 gen=518
19:40:43 p0 run=1 q=0 prealloc=0 xfer=0 http=7 kv=0.010 hit=0.983 gen=0 | p1 run=6 q=1 prealloc=0 xfer=0 http=7 kv=0.072 hit=0.992 gen=0 | p2 run=9 q=0 prealloc=0 xfer=0 http=13 kv=0.104 hit=0.980 gen=0 | d0 run=89 q=2 prealloc=0 xfer=9 http=138 kv=0.651 hit=0.000 gen=520
19:40:58 p0 run=8 q=0 prealloc=0 xfer=0 http=3 kv=0.036 hit=0.980 gen=0 | p1 run=12 q=4 prealloc=0 xfer=0 http=11 kv=0.048 hit=0.981 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=9 kv=0.100 hit=0.990 gen=0 | d0 run=88 q=1 prealloc=0 xfer=14 http=123 kv=0.539 hit=0.000 gen=474
19:41:15 p0 run=8 q=2 prealloc=0 xfer=0 http=9 kv=0.026 hit=0.982 gen=0 | p1 run=8 q=3 prealloc=0 xfer=0 http=11 kv=0.031 hit=0.977 gen=0 | p2 run=6 q=2 prealloc=0 xfer=0 http=6 kv=0.027 hit=0.973 gen=0 | d0 run=87 q=1 prealloc=0 xfer=16 http=114 kv=0.559 hit=0.000 gen=480
19:41:31 p0 run=8 q=2 prealloc=0 xfer=0 http=6 kv=0.044 hit=0.983 gen=0 | p1 run=9 q=0 prealloc=0 xfer=0 http=12 kv=0.051 hit=0.967 gen=0 | p2 run=6 q=0 prealloc=0 xfer=0 http=11 kv=0.054 hit=0.975 gen=0 | d0 run=80 q=0 prealloc=0 xfer=12 http=115 kv=0.596 hit=0.000 gen=471
19:41:47 p0 run=3 q=0 prealloc=0 xfer=0 http=9 kv=0.063 hit=0.983 gen=0 | p1 run=1 q=0 prealloc=0 xfer=0 http=3 kv=0.010 hit=0.982 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=7 kv=0.000 hit=0.984 gen=0 | d0 run=89 q=0 prealloc=0 xfer=5 http=112 kv=0.570 hit=0.000 gen=526
19:42:04 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.978 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.983 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=8 kv=0.240 hit=0.974 gen=0 | d0 run=66 q=0 prealloc=0 xfer=3 http=123 kv=0.510 hit=0.000 gen=436
19:42:20 p0 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.985 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=7 kv=0.000 hit=0.962 gen=0 | p2 run=8 q=2 prealloc=0 xfer=0 http=11 kv=0.045 hit=0.985 gen=0 | d0 run=77 q=0 prealloc=0 xfer=8 http=131 kv=0.561 hit=0.000 gen=480
19:42:35 p0 run=0 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.987 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=7 kv=0.051 hit=0.992 gen=0 | p2 run=8 q=3 prealloc=0 xfer=0 http=9 kv=0.058 hit=0.991 gen=0 | d0 run=73 q=0 prealloc=0 xfer=11 http=120 kv=0.539 hit=0.000 gen=448
19:42:55 p0 run=4 q=2 prealloc=0 xfer=0 http=8 kv=0.028 hit=0.990 gen=0 | p1 run=2 q=1 prealloc=0 xfer=0 http=7 kv=0.035 hit=0.967 gen=0 | p2 run=2 q=4 prealloc=0 xfer=0 http=11 kv=0.010 hit=0.989 gen=0 | d0 run=79 q=5 prealloc=0 xfer=12 http=115 kv=0.571 hit=0.000 gen=462
19:43:11 p0 run=6 q=1 prealloc=0 xfer=0 http=11 kv=0.040 hit=0.990 gen=0 | p1 run=5 q=1 prealloc=0 xfer=0 http=10 kv=0.020 hit=0.989 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=3 kv=0.070 hit=0.971 gen=0 | d0 run=79 q=0 prealloc=0 xfer=12 http=118 kv=0.562 hit=0.000 gen=495
19:43:26 p0 run=10 q=0 prealloc=0 xfer=0 http=10 kv=0.046 hit=0.980 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=11 kv=0.000 hit=0.989 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=2 kv=0.000 hit=0.989 gen=0 | d0 run=83 q=0 prealloc=0 xfer=10 http=104 kv=0.631 hit=0.000 gen=501
19:43:41 p0 run=5 q=2 prealloc=0 xfer=0 http=14 kv=0.080 hit=0.989 gen=0 | p1 run=1 q=0 prealloc=0 xfer=0 http=8 kv=0.020 hit=0.991 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=8 kv=0.000 hit=0.987 gen=0 | d0 run=77 q=0 prealloc=0 xfer=12 http=104 kv=0.585 hit=0.000 gen=501
19:43:58 p0 run=7 q=5 prealloc=0 xfer=0 http=14 kv=0.064 hit=0.985 gen=0 | p1 run=3 q=0 prealloc=0 xfer=0 http=12 kv=0.023 hit=0.983 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=6 kv=0.000 hit=0.994 gen=0 | d0 run=79 q=0 prealloc=0 xfer=13 http=113 kv=0.631 hit=0.000 gen=463
19:44:14 p0 run=4 q=0 prealloc=0 xfer=0 http=4 kv=0.035 hit=0.975 gen=0 | p1 run=2 q=0 prealloc=0 xfer=0 http=8 kv=0.070 hit=0.985 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.984 gen=0 | d0 run=84 q=2 prealloc=0 xfer=4 http=101 kv=0.534 hit=0.000 gen=502
19:44:31 p0 run=6 q=0 prealloc=0 xfer=0 http=10 kv=0.072 hit=0.979 gen=0 | p1 run=4 q=0 prealloc=0 xfer=0 http=5 kv=0.103 hit=0.967 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.982 gen=0 | d0 run=67 q=0 prealloc=1 xfer=8 http=118 kv=0.514 hit=0.000 gen=427
19:44:48 p0 run=6 q=1 prealloc=0 xfer=0 http=13 kv=0.020 hit=0.988 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.986 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.988 gen=0 | d0 run=91 q=2 prealloc=0 xfer=6 http=117 kv=0.573 hit=0.000 gen=536
19:45:05 p0 run=7 q=3 prealloc=0 xfer=0 http=13 kv=0.065 hit=0.985 gen=0 | p1 run=5 q=4 prealloc=0 xfer=0 http=16 kv=0.062 hit=0.992 gen=0 | p2 run=4 q=0 prealloc=0 xfer=0 http=7 kv=0.037 hit=0.992 gen=0 | d0 run=70 q=0 prealloc=0 xfer=18 http=105 kv=0.532 hit=0.000 gen=438
19:45:20 p0 run=0 q=0 prealloc=0 xfer=0 http=5 kv=0.000 hit=0.976 gen=0 | p1 run=5 q=4 prealloc=0 xfer=0 http=11 kv=0.042 hit=0.980 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.971 gen=0 | d0 run=79 q=0 prealloc=0 xfer=7 http=115 kv=0.525 hit=0.000 gen=462
19:45:35 p0 run=9 q=2 prealloc=0 xfer=0 http=18 kv=0.077 hit=0.976 gen=0 | p1 run=2 q=0 prealloc=0 xfer=0 http=6 kv=0.030 hit=0.975 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=4 kv=0.120 hit=0.974 gen=0 | d0 run=74 q=0 prealloc=0 xfer=11 http=125 kv=0.519 hit=0.000 gen=458
19:45:54 p0 run=5 q=1 prealloc=0 xfer=0 http=14 kv=0.022 hit=0.974 gen=0 | p1 run=8 q=1 prealloc=0 xfer=0 http=20 kv=0.093 hit=0.980 gen=0 | p2 run=2 q=0 prealloc=0 xfer=0 http=10 kv=0.020 hit=0.975 gen=0 | d0 run=81 q=0 prealloc=0 xfer=13 http=127 kv=0.546 hit=0.000 gen=512
19:46:10 p0 run=8 q=0 prealloc=0 xfer=0 http=14 kv=0.038 hit=0.982 gen=0 | p1 run=2 q=0 prealloc=0 xfer=0 http=12 kv=0.020 hit=0.992 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=5 kv=0.020 hit=0.962 gen=0 | d0 run=78 q=0 prealloc=0 xfer=10 http=133 kv=0.541 hit=0.000 gen=508
19:46:29 p0 run=10 q=7 prealloc=0 xfer=0 http=18 kv=0.027 hit=0.950 gen=0 | p1 run=3 q=0 prealloc=0 xfer=0 http=13 kv=0.033 hit=0.989 gen=0 | p2 run=4 q=0 prealloc=0 xfer=0 http=10 kv=0.068 hit=0.977 gen=0 | d0 run=74 q=0 prealloc=0 xfer=24 http=126 kv=0.505 hit=0.000 gen=469
19:46:46 p0 run=8 q=6 prealloc=0 xfer=0 http=17 kv=0.064 hit=0.987 gen=0 | p1 run=2 q=0 prealloc=0 xfer=0 http=8 kv=0.040 hit=0.969 gen=0 | p2 run=1 q=0 prealloc=0 xfer=0 http=6 kv=0.030 hit=0.987 gen=0 | d0 run=90 q=2 prealloc=0 xfer=15 http=131 kv=0.599 hit=0.000 gen=495
19:47:01 p0 run=0 q=0 prealloc=0 xfer=0 http=2 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=2 kv=0.000 hit=0.965 gen=0 | d0 run=84 q=9 prealloc=0 xfer=2 http=122 kv=0.634 hit=0.000 gen=490
19:47:16 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=57 q=0 prealloc=0 xfer=0 http=60 kv=0.445 hit=0.000 gen=379
19:47:31 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=33 q=0 prealloc=0 xfer=0 http=1 kv=0.239 hit=0.000 gen=344
19:47:46 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=23 q=0 prealloc=0 xfer=0 http=1 kv=0.177 hit=0.000 gen=262
19:48:02 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=17 q=0 prealloc=0 xfer=0 http=1 kv=0.149 hit=0.000 gen=218
19:48:17 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=12 q=0 prealloc=0 xfer=0 http=1 kv=0.143 hit=0.000 gen=178
19:48:32 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=9 q=0 prealloc=0 xfer=0 http=1 kv=0.120 hit=0.000 gen=135
19:48:47 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=9 q=0 prealloc=0 xfer=0 http=1 kv=0.120 hit=0.000 gen=136
19:49:02 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=8 q=0 prealloc=0 xfer=0 http=1 kv=0.111 hit=0.000 gen=126
19:49:17 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:49:33 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:49:48 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:50:03 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:50:18 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:50:33 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:50:49 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:51:04 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:51:19 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:51:34 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:51:49 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
19:52:05 p0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.973 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.987 gen=0 | p2 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.965 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
